article_id,title,author_name,author_ids,journal,publisher,abstract,source_ori,pdf_ori,pdf_garuda,doi
3707949,TINJAUAN YURIDIS TINDAK PIDANA PENYIARAN BERITA BOHONG DALAM PERATURAN PERUNDANG-UNDANGAN DI INDONESIA,Uwud Mardhita Fahma Chyntia,6437090,"Brawijaya Law Student Journal Sarjana Ilmu Hukum, Juni 2023",Brawijaya Law Student Journal,"Uwud Mardhita Fahma Chyntia, Milda Istiqomah, Mufatikhatul Farikhah Fakultas Hukum Universitas Brawijaya Jl. MT. Haryono No. 169 Malang e-mail: uwud_chyntia@student.ub.ac.id Abstrak Penyiaran berita bohong pada dasarnya merupakan suatu perbuatan tindak pidana yang dilakukan dengan cara menyiarkan atau menyebarluaskan informasi yang tidak benar, menyesatkan, atau tidak sesuai dengan kenyataan untuk kepentingan tertentu. Tindak pidana penyiaran berita bohong masih belum maksimal, dikarenakan adanya multitafsir terhadap makna frasa â€œmenerbitkan keonaran atau kerusuhanâ€. Bahwa banyak pihak-pihak yang berpendapat tentang arti keonaran yaitu sebuah kerusuhan, kekacauan, keributan yang menimbulkan dampak yang besar dan harus mengakibatkan kekerasan secara fisik. Di sisi lain ada pihak yang menafsirkan bahwa keonaran tidak harus keributan secara fisik, onar bisa membuat gaduh atau orang bertanya-tanya termasuk kedalam onar. Berdasarkan hal ini perlu adanya sebuah harmonisasi terhadap makna frasa menerbitkan keonaran. Penulis dalam penelitian ini membahas terkait apa makna dari frasa menerbitkan keonaran dalam tindak pidana penyiaran berita bohong ditinjau dari perundang-undangan di Indonesia serta Bagaimana perbandingan putusan hakim dalam menafsirkan frasa keonaran penyiaran berita bohong pada Putusan Pengadilan Negeri Jakarta Selatan Nomor 203/Pid.SUS/2019/PN.Jkt.Sel dan Putusan Pengadilan Negeri Pekanbaru Nomor 147/Pid.Sus/2020/PN.Pbr. Penelitian ini menggunakan metode penelitian yuridis normatif dengan metode pendekatan perundang-undangan, konseptual, dan kasus. Analisis bahan hukum menggunakan analisis sistematis dan gramatikal. Hasil penelitian ini, penulis memperoleh jawaban atas permasalahan yang ada bahwa, pertama, makna pada frasa keonaran dalam tindak pidana penyiaran berita bohong merupakan kerusuhan yang dapat meresahkan masyarakat, terjadi secara fisik maupun secara verbal. Kedua analisis terhadap kedua putusan tersebut keonaran memiliki arti yaitu sebuah kerusuhan yang dapat meresahkan masyarakat baik kerusuhan yang terjadi secara fisik maupun secara verbal yang melibatkan masyarakat sehingga menimbulkan keresahan dan gangguan di masyarakat. Kata Kunci: penyiaran berita bohong, keonaran, putusan pengadilan Abstract The dissemination of fake information is deemed to be a criminal offense, where a person may spread bogus and misleading information contrary to what is true in the information. However, the sentencing imposed on this action is not quite optimal due to misinterpretation of the phrase â€œmenerbitkan keonaran atau kerusuhanâ€ (disseminating chaos or turmoil). Some still define chaos as a chaotic condition that leads to another serious problem involving physical violence. Some others believe that chaos does not always involve physical violence, but whatever sparks commotion about which people may wonder is deemed to be in this category. Thus, harmonization is needed regarding this phrase. Departing from this issue, this research aims to investigate this phrase regarding the spread of fake news seen from the perspective of legislation in Indonesia, and it also compares two Decisions, namely Decision of the District Court of South Jakarta Number 203/Pid.SUS/2019/PN.Jkt.Sel and Decision of the District Court of Pekanbaru Number 147/Pid.Sus/2020/PN.Pbr in terms of interpreting the word â€œkeonaranâ€ (chaos). This research employed a normative-juridical method and statutory, conceptual, and case approaches. The data were analyzed based on systematic and grammatical analysis. Based on the analysis results, this research reveals that, first, the word chaos in this criminal offense is defined as any conduct that triggers chaotic conditions in society, involving either physical violence or cursing. Second, this conduct, as defined, involves the members of the public, which may raise concern and unrest in society. Keywords: spreading fake news, chaos, court decision",,,,
1320274,"Regulasi Penyiaran Digital: Dinamika Peran Negara, Peran Swasta, dan Manfaat bagi Rakyat",Ervan Ismail|Siti Dewi Sri Ratna Sari|Yuni Tresnawati,573415|4376775|2889861,Jurnal Komunikasi Pembangunan Vol. 17 No. 2 (2019): Juli 2019,Institut Pertanian Bogor,"Digitalization must begin a strong law that is Acts. Based on the records, digital broadcasting regulations using Republic of Indonesia Minister of Communication and Informaticsâ€™s regulations could be canceled through lawsuits at Supreme Court and State Administration Court. Broadcast digitalization was begun in 2011 through a digitalization Road Map and till date, the process at House of Representatives has not been completed. 85% of countries in the world have migrated to digital broadcasts. The study aims to describe how changes and various roles in broadcasting digitalization if the revision of the Broadcasting Acts is implemented. The study also aims to find out the impact and benefits of broadcasting digitalization for the public and broadcasting stakeholders compared to present Broadcasting Acts. This study uses participant observation methods and text analysis to categorize the articles of digitalization in the revision draft of the Broadcasting Acts from the House of Representatives Commission I in 2017, accompanied by media coverage analysis. Discourse analysis is used to relate to the problems arised due to broadcast digitalization. The results show that digitalization can provide more channels in the same space than analog broadcasting. Political parties and state institutions will be allowed to have broadcasting institutions. The State through Television Radio of the Republic of Indonesia (RTRI) will become the important player in terrestrial digital broadcasting with a single multiplexer (mux) system, which is considered undemocratic for private television associations. All ""television stations"" will change and compete to become ""content providers"" similar to new digital televisions. The government will formulate the mechanisms, socialization, models, roles in digitalizing television broadcasting in a blue print. Digital dividend will be used for the development of internet and telecommunications. The dynamics that occur due to interestsâ€™ differences of the state, the private sector and society take part at each stage of broadcasting digitalization regulation. The conclusion of the study illustrates that the use of digital technology in broadcasting through the Actsâ€™ revision could be a solution for both frequency limitation and the efficient use for more diverse broadcasters (diversity of ownership).",,,,https://doi.org/10.46937/17201926842
3712512,Penggunaan Gaya Bahasa Jurnalistik Pada Bidang Penyiaran Dan Pemberitaan Di RRI Palembang,Fremia Herawati|Nurseri Hasnah Nasution|Ahmad Harun Yahya,6444803|736055|2706395,Jurnal Ilmu Komunikasi Dan Media Sosial (JKOMDIS) Vol. 3 No. 1 (2023): January-April,CV. ITTC INDONESIA,"This research is entitled ""The Use of Journalistic Language Style in Broadcasting and News at RRI Palembang"". It often happens that broadcasting institutions both government and private have their own problems in news making, news production, and even things that happen during broadcasts. Broadcasting institutions also have their own programs to adjust to the needs of the market and listeners plus the modern era like today in the use of journalistic language styles, few broadcasting or radio institutions apply journalistic language styles properly and correctly. The method used is a qualitative method using Kunjana Rahardi's theory. With the first stage, researchers observed the process of making news in broadcast programs at RRI Palembang and the use of journalistic language styles in the field of broadcasting and news at RRI Palembang. Based on the results of the study, it can be concluded that RRI Palembang will limit the use of journalistic language in broadcasting, from several existing programs that are characterized by contemporary, local language, some even use journalistic language properly and correctly in accordance with the KBBI (Big Indonesian Dictionary) and EYD (Refined Spelling). While in the field of news in making news at RRI Palembang, the field of news in the use of journalistic language styles has followed in accordance with the KBBI and EYD. Which in making news has gone through various processes, standardized sentences, language that is not convoluted and easy to understand. This research is entitled ""The Use of Journalistic Language Style in Broadcasting and News at RRI Palembang"". It often happens that broadcasting institutions both government and private have their own problems in news making, news production, and even things that happen during broadcasts. Broadcasting institutions also have their own programs to adjust to the needs of the market and listeners plus the modern era like today in the use of journalistic language styles, few broadcasting or radio institutions apply journalistic language styles properly and correctly. The method used is a qualitative method using Kunjana Rahardi's theory. With the first stage, researchers observed the process of making news in broadcast programs at RRI Palembang and the use of journalistic language styles in the field of broadcasting and news at RRI Palembang. Based on the results of the study, it can be concluded that RRI Palembang will limit the use of journalistic language in broadcasting, from several existing programs that are characterized by contemporary, local language, some even use journalistic language properly and correctly in accordance with the KBBI (Big Indonesian Dictionary) and EYD (Refined Spelling). While in the field of news in making news at RRI Palembang, the field of news in the use of journalistic language styles has followed in accordance with the KBBI and EYD. Which in making news has gone through various processes, standardized sentences, language that is not convoluted and easy to understand.",,,,https://doi.org/10.47233/jkomdis.v3i1.644
2378242,PEMETAAN TATA KELOLA INFRASTRUKTUR PENYIARAN RADIO SWASTA DI DKI JAKARTA,Cosmas Gatot Haryono|Thomas Bambang Pamungkas,816337|3181044,"Islamic Communication Journal Vol 5, No 1 (2020)",Fakultas Dakwah dan Komunikasi Universitas Islam Negeri Walisongo Semarang,"The aims of this study is to conduct mapping related to the implementation of governance of private radio broadcasting in DKI Jakarta. This is interesting to do because there are many complaints from the public that the management of broadcast media in Jakarta, especially the Radio Private Broadcasting Institutions, deviates much from the rules stipulated in Law no. 32 of 2002 concerning Broadcasting. This research is a quantitative research with descriptive type that tries to see how the implementation of private radio management in Jakarta as the dependent variable. While the components seen are administrative data, broadcast program data, facilities and infrastructure development, and staffing data. The results obtained indicate that there are many irregularities in radio broadcasting management in DKI Jakarta, including related to share ownership by employees, time allocation for public service announcements, certified employees and ownership of standard infrastructure for broadcasting.Â",,,,https://doi.org/10.21580/icj.2020.5.1.5419
2378290,PENGEMBANGAN MANAJEMEN PENYIARAN WALISONGO TV,Nur Cahyo Hendro W,3180961,"Islamic Communication Journal Vol 2, No 1 (2017)",Fakultas Dakwah dan Komunikasi Universitas Islam Negeri Walisongo Semarang,"Television is the media most widely consumed by the people of the world and especially Indonesia, with conditions like this the influence of television to be very large on the mindset and patterns of public attitudes. Faculty of Da'wah and Communications UIN Walisongo as an institution that is responsible for the success of Islamic propagation in Indonesia is very appropriate to use television as one of his da'wah media. The Â management Â of Â broadcast Â televisionÂ  is Â classifiedÂ  into modern management Â because Â all Â activities in preparing Â andÂ  producing broadcast can not be separated from computer technology. computers have an enormous influence in speeding up a product, with collaboration between software will create new innovation results in broadcast television. The programs thatÂ  will be presented must be well managed, by conducting scheduling time management of the expected broadcast programs that will be served can be Â anticipated Â asÂ  early Â as possible. Â The production processÂ  of Â television broadcasting must be done before the program is aired. Through the process of film editing in which there is a payload of information a television program can be produced. TV broadcasting program is integrated with Walisongo TV broadcast management information system software.------------------------------------------------------------------------------------Televisi adalah media yang paling luas dikonsumsi oleh masyarakat dunia dan khususnya Indonesia, dengan kondisi seperti ini pengaruh televisi menjadi sangat besar terhadap pola pikir maupun pola sikap masyarakat. Fakultas Dakwah dan Komunikasi UIN Walisongo sebagai sebuah institusi yang ikut bertanggung jawab atas berhasilnya dakwah Islam di Indonesia sangatlah tepat untuk menggunakan televisi sebagai salah satu media dakwahnya. Managemen siaran televisi digolongkan kedalam manajemen modern karena semua aktivitas dalam mempersiapkan dan memproduksi siaran tidak bisa lepas dari teknologi komputer. komputer mempunyai pengaruh yang sangat besar dalam mempercepat menghasilkan sebuah produk, dengan kolaborasi antar software akan tercipta hasil inovasi baru dalam siaran televisi. Program-program yang akan disajikan harus dikelolaÂ  Â denganÂ  Â baik,Â  Â dengan melakukanÂ  managemen Â penjadwalanÂ  waktu siaran diharapkan program-program yang akan ditayangkan dapat diantisipasi sedini mungkin. Proses produksi siaran televisi harus dikerjakan sebelum program tersebut ditayangkan. Melalui proses editing film yang didalamnya terdapat muatan informasi sebuah program tayangan televisi dapat dihasilkan. Program siaran televisi tersebut diintegrasikan dengan software sistem informasi manajemen siaran Walisongo TV.",,,,https://doi.org/10.21580/icj.2017.2.1.2097
3726080,Strategi Produksi Program Penyiaran KHAS TV dalam Mempromosikan Nilai-Nilai Moderasi Beragama,Nova Saha Fasadena,5512968,Sahafa Journal of Islamic Communication Vol. 6 No. 1 (2023): Sahafa Journal of Islamic Communication,Universitas Darussalam Gontor,"Maraknya radikalisme di kalangan mahasiswa membuat pihak kampus perlu untuk mempromosikan lebih jauh kepada mahasiswa. Untuk itu, keberadaan KHAS TV, stasiun TV yang berada di bawah naungan UIN Kiai Haji Achmad Siddiq Jember memiliki tanggung jawab untuk mempromosikan moderasi beragama kepada seluruh sivitas kampus. Namun kru redaksi KHAS TV yang mayoritas masih mahasiswa dituntut memiliki kreativitas yang tinggi di tengah jam kerja yang terbatas. Untuk itu tanpa strategi produksi yang baik, maka produksi siaran tidak akan berjalan dengan baik. Untuk itu, penelitian ini hadir untuk meneliti strategi produksi tersebut, sehingga tujuan penelitian ini adalah untuk mendeskripsikan strategi produksi program KHAS TV dalam mempromosikan nilai-nilai moderasi beragama. Metode penelitian menggunakan pendekatan kualitatif jenis studi kasus, subyek penelitian ditentukan dengan teknik purposive. Teknik pengumpulan datanya adalah observasi dengan bentuk partisipasi pasif, wawancara dengan menggunakan semi terstruktur, dan dokumentasi. Analisis data menggunakan kondensasi data, penyajian data, dan verifikasi. Validasi data menggunakan triangulasi sumber dan teknik. Hasil penelitian menunjukkan bahwa Strategi produksi program KHAS TV adalah melalui Program yang diproduksi oleh mahasiswa sendiri, beberapa program bermitra dengan mahasiswa prodi lain. Produk yang dihasilkan adalah 1) Kegiatan Akademik Kampus, 2) PodKHAS, 3) KHAS News, 4) Film Pendek, 5) Film Religi. Nilai nilai moderasi yang menonjol adalah komitmen kebangsaan, toleransi dan akomodatif terhadap budaya lokal.",,,,https://doi.org/10.21111/sjic.v6i1.10413
3729246,PELAKSANAAN PENGADAAN BARANG DAN JASA PEMERINTAH DI LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA SINGARAJA,Gusti Ngurah Mardika Seputra|Dewa Made Joni Ardana,6468933|5307057,"Locus Vol 15, No 2 (2023)",Universitas Panji Sakti,"Pengadaan barang/jasa berdasarkan Peraturan Presiden Nomor 16 Tahun 2018tentang Pengadaan Barang/Jasa Pemerintah meliputi pengadaan barang, pekerjaan konstruksi,jasa konsultansi dan jasa lainnya yang dilaksanakan dengan swakelola dan/atau penyedia.Penelitian ini meneliti: pelaksanaan Pengadaan Barang/Jasa Pemerintah, kendala yangdihadapi, dan upaya.Penelitian ini merupakan penelitian kualitatif, informan adalah Pengelola PengadaanBarang dan Jasa LPP RRI Singaraja, penelitian menggunakan sumber data informan dan datacatatan, dokumen, dan laporan, fokus penelitian ini adalah pelaksanaan Pengadaan Barangdan Jasa, kendala serta upaya penyelesaian, lokasi penelitian di LPP RRI Singaraja, tiga carayang digunakan mengumpulkan data yaitu wawancara, observasi, dan metode dokumentasi,analisis data adalah metode kualitatif.Dalam pelaksanaan pengadaan barang jasa pada LPP RRI Singaraja menggunakandasar pelaksanaan yaitu Peraturan Presiden Nomor 16 Tahun 2018 tentang PengadaanBarang/Jasa dan pelaksanaannya mengikuti petunjuk teknis. Dalam proses pengadaanbarang/jasa ada tahapan yaitu analisis kebutuhan, melaksanakan rapat perencanaan, KPA danPPK menugaskan kepada operator SIRUP untuk melaksanakan penginputan data, PPBJmembuat HPS untuk melakukan Pengadaan, Kendala yaitu sering terjadi trouble systemdikarenakan ada perbaikan system, kurangnya sumber daya manusia yang berkompeten.Upaya penyelesaian masalah yaitu dengan mengikutkan beberapa karyawan untuk mengikutiberbagai pelatihan dibidang pengadaan barang dan jasa pemerintah, berupaya memfasilitasipegawai yang akan mengikuti pelatihan.",,,,https://doi.org/10.37637/locus.v15i2.1487
3731655,Penerapan Model COBIT 5 dalam Audit Sistem Informasi Penerimaan Negara Bukan Pajak Online Pada Lembaga Penyiaran Publik Radio Republik Indonesia,Wahyudin Hasyim|Moh. Ilyas Abas|Rahmatia Mohi,6472065|6472066|6472067,Journal of Information System Research (JOSH) Vol 4 No 4 (2023): Juli 2023,Forum Kerjasama Pendidikan Tinggi (FKPT),"Audit is an independent and standardized systematic process that completes evidence and compares it objectively to determine the extent to which audit interpretations have been complied with. One of the standards used in the implementation of the information systems audit process is COBIT (Control Objectives for Information and Related Technology). Online PNBP still has identified problems, including that the Online PNBP application does not accommodate all Types and Tariffs for PNBP types. This study aims to conduct an online PNBP information system audit at LPP RRI Gorontalo. This study uses the APO04 (Manage Innovation) domain at COBIT 5 with the research stages using Assessment Process Activities. The data used in this study are secondary data and primary data obtained through the observation phase of interviews and questionnaires. Based on the research results, the average value in the APO04 sub-domain in the current condition (As Is) is 0.24 and the expected condition (To Be) is 0.20 or still at level 0. With the largest gap or gap value is in the APO04.02 sub domain, which is 0.54. With these results it is found that LPP RRI Gorontalo has not carried out IT processes that should have existed, or been added and have not succeeded in achieving the objectives of the IT process and have not been optimal in maintaining understanding of the company's environment, so the suggestion that can be given is to maximize understanding of the environment companies so that they can understand the interests of both consumers and companies so that opportunities enabled by new technologies can be identified",,,,https://doi.org/10.47065/josh.v4i4.3853
3732905,Peran Lembaga Penyiaran Publik (LPP) Rri Padang Dalam Mengedukasi Masyarakat Mengelola Sampah Limbah Covid-19,Sally Dela Putri|yohanis|gusnayetti,6474395|6474394|6474396,Jurnal Administrasi Publik dan Pemerintahan Vol. 2 No. 2 (2023): SIMBOL : Jurnal Administrasi dan Pemerintahan,LPPM STISIP IMAM BONJOL,"The Covid-19 outbreak has hit Indonesia for almost three years. Although Covid-19 cases had fluctuated and were rumored to be heading for an endemic period, the Covid-19 virus had not disappeared, and even new variants were increasing. Under these conditions, the author did this thesis aimed to educate the public through radio broadcasts about the dangers of Covid-19 waste to human life. The research was carried out based on the academic calendar of STISIPOL-IB Padang from March 23 to May 31, 2022. Meanwhile, the object of the research and writing process was carried out at LPP RRI Padang. The technique used by the author is to use purposive sampling, namely by using people who represent the population. As for the selection, the speakers are competent, loyal listeners of LPP RRI Padang and the people of Padang City. Getting the data is done by observation, interview, and documentation study. In practice, the author makes a list of questions and addresses the resource person. The data collected were analyzed using descriptive qualitative analysis.",,,,https://doi.org/10.55850/simbol.v2i2.80
3733093,Bentuk Penyajian Program Acara Musik â€œSpektrumâ€ di TVRI Jawa Timur Pada Masa Penyiaran Televisi Digital,Bhisma Prahidinata,6474688,Repertoar Vol 4 No 1 (2023),Universitas Negeri Surabaya,"â€œSpektrumâ€ merupakan program acara musik di stasiun TVRI Jawa Timur yang menampilkan berbagai performer musik dari beragam aliran genre Rock, Reggae, Pop, Blues, dan Jazz. Tujuan penelitian ini untuk mengetahui bentuk penyajian musik dari â€œSpektrumâ€ pada masa penyiaran televisi digital serta pengaruh implementasi penyiaran televisi digital terhadap kualitas program musik â€œSpektrumâ€ dari masa penyiaran analog hingga digital. Jenis penelitian ini adalah penelitian Kualitatif. Data penelitian diperoleh dari observasi, dokumentasi, studi literatur, dan wawancara dengan narasumber TVRI yakni Kepala Produser dan Sutradara program musik â€œSpektrumâ€. Hasil penelitian yang diperoleh yakni terdapat adanya perbedaan terkait kualitas penyajian sebelum dan sesudah siaran digital yang terlihat pada penggunaan panel layar LED Videotron, efek suara Surround yang lebih murni, penggunaan dua mixer dan kabel SDI, serta implementasi kualitas tayangan yang meningkat menjadi resolusi 1080p hingga 4K dan telah mendukung suara multi-channel, seperti Surround 5.1 hingga Surround 7.1.",,,,
3733820,PENGATURAN HUKUM TERHADAP KONTEN NEGATIF DI YOUTUBE DALAM KONTEKS UU PENYIARAN,,,Kertha Desa Vol 11 No 7 (2023),Kertha Desa,"Penelitian ini bertujuan untuk memahami kaitan antara pengaturan yang ada pada kebijakan konten Youtube dengan apa yang diatur dalam Undang â€“ Undang No. 32 Tahun 2002 tentang Penyiaran. Adapun penelitian ini mengambil subjek Youtube yang kontennya sangat beragam dengan menggunakan pendekatan studi literatur dan metode normatif dengan cara membandingkan antara kebijakan yang dikeluarkan Youtube, moderasi konten oleh youtube, dan pengaturan definisi penyiaran yang mengacu pada UU No. 32 Tahun 2002. Penelitian ini menghasilkan temuan norma kabur karena pengertian penyiaran yang dapat didefinisikan secara luas dan secara sempit. Jika didefinisikan secara luas, maka wewenang KPI sebagai regulator penyiaran di Indonesia juga turut berwenang dalam memoderasi konten di Youtube, namun yang terjadi adalah sebaliknya. Perlu adanya revisi ataupun pengaturan yang lebih lanjut menyenai konten digital. This study aims to compare the relation between the existing regulations in Youtube content policies and regulation in Law no. 32 of 2002 concerning Broadcasting. This research takes the subject of Youtube, which content is very diverse, using a literature study approach and normative methods by comparing the policies issued by Youtube, content moderation by YouTube, and broadcasting definitions that refer to Law no. 32 of 2002. This research resulted in findings of blurred norms because the notion of broadcasting can be defined broadly and narrowly. If defined broadly, KPI's authority as a broadcasting regulator in Indonesia also has the authority to moderate content on YouTube, but what is happening is quite the oppossite. There is a needs to be revise or further regulation regarding the digital content.",,,,
3738584,Deskripsi Gaya Komunikasi Ekspresif Penyiaran Modern Berbasis Audio,Jessica Hudson|Riris Loisa,6484162|3052868,Koneksi Vol. 7 No. 2 (2023): Koneksi,Fakultas Ilmu Komunikasi Universitas Tarumanagara,"Audio-based broadcasting is currently favored by the public as a means of information and entertainment. This is coupled with technological advances that make it easier for audio-based broadcasting to be accessed digitally. The development of the broadcasting world makes a broadcaster must adapt to the following technological developments in order to adjust the communication style used in delivering messages to listeners. Expressive communication style and message delivery are important factors for a broadcaster to be able to achieve communication goals, namely delivering messages that can be well received by listeners. The expressive communication style of a broadcaster is needed and becomes a supporting tool in delivering messages, especially for audio-based broadcasting. This research wants to know how the expressive communication style is carried out by a broadcaster. This research uses a descriptive qualitative approach. Data collection techniques were conducted through interviews with resource persons who are radio or podcast broadcasters, observation, literature study, documentation, and internet searches. The results showed that the broadcaster's expressive communication style depends on the use of tone of voice, intonation, word choice, and type of broadcasting media supported by the characteristics and personality of the broadcaster who adjusts to the listener segmentation and the ability to control mood. Penyiaran berbasis audio saat ini digemari masyarakat dalam memenuhi informasi dan hiburan. Hal ini ditambah kemajuan teknologi yang memudahkan penyiaran berbasis audio diakses secara digital. Perkembangan dunia penyiaran membuat seorang penyiar harus beradaptasi dalam mengikuti perkembangan teknologi agar mampu menyesuaikan gaya komunikasi yang digunakan dalam menyampaikan pesan terhadap pendengarnya. Gaya komunikasi dan penyampaian ekspresi pesan yang disampaikan menjadi faktor penting bagi seorang penyiar untuk dapat mencapai tujuan komunikasi yaitu menyampaikan pesan yang diterima dengan baik oleh pendengar. Gaya komunikasi ekspresif dari seorang penyiar dibutuhkan dan menjadi alat pendukung dalam penyampaian pesan terlebih bagi penyiaran berbasis audio. Penelitian ini ingin mengetahui bagaimana gaya komunikasi ekspresif yang dilakukan oleh seorang penyiar. Penelitian ini menggunakan pendekatan kualitatif secara deskriptif. Teknik pengumpulan data yakni melalui wawancara terhadap narasumber yang merupakan penyiar radio ataupun podcast, observasi, studi kepustakaan, dokumentasi serta penelusuran internet. Penelitian menemukan bahwa gaya komunikasi ekspresif penyiar bergantung pada penggunaan nada bicara, intonasi, pemilihan kata, jenis media penyiaran yang didukung dengan ciri khas dan pembawaan dari penyiar yang menyesuaikan dengan segmentasi pendengar dan kemampuan mengontrol suasana hati.",,,,https://doi.org/10.24912/kn.v7i2.21422
3741639,Perencanaan Kerja Sama Dengan Lembaga Penyiaran Dalam Mengkampanyekan Pesan Kerukunan Pada Televisi,I Putu Putra Yasa,6490340,"JURNAL ILMIAH GEMA PERENCANA Vol 2 No 1 (2023): VOLUME 2 NOMOR 1, JANUARI-APRIL 2023",BIRO PERENCANAAN SEKRETARIAT JENDERAL KEMENTERIAN AGAMA,"This article describes the issue of maintaining harmony as a top priority, because harmony is the authorized capital in nation building. The Ministry of Religion in Tabanan District is obliged to campaign for harmony. Harmony campaign is through the display of public service advertisements on television. The policy in the form of automatic adjustment is an obstacle in achieving performance targets. The achievement must not stop. Instead, solutions must be found so that targets are still achieved. Cross-sectoral cooperation between the Ministry of Religion and broadcasting institutions is a necessity. Therefor planning is carried out that is intended to provide information as a basis for policy making of harmony campaigns. The goals are: (1) Planning the achievement of several performance targets in one cooperative activity by displaying the public service advertisements on television; (2) Streamlining cost expenditures through the display of public service advertisements on television with a cooperation scheme between the government and business entities; (3) Streamlining the delivery of a harmony message with the target of people who actively access television. The method used is descriptive with a qualitative approach. Data are collected from various literature sources and analyzed the external factors to see the challenges and potentials that exist. Based on the analysis, the recommended policy choice is cooperation between the Ministry of Religion in Tabanan Disctrict and the Public Broadcasting Institution to convey harmony through public service advertisements on television. Keywords: planning, cooperation, harmony, television",,,,
3741749,ANALISIS FUNGSI MANAJEMEN PEMBERITAAN DI LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA (LPP RRI) AMBON,Yuni Amelia Ipaenin,6490530,Jurnal Komunikasi Vol. 1 No. 1 (2023): Juli,ADISAM PUBLISHER,"This research is a descriptive qualitative research that aims to analyze the application of management functions in news at RRI Ambon. This research was conducted at RRI Ambon. Primary data collection was carried out through interviews with a number of informants who were considered directly involved in the Application of the News Management Function at the Public Broadcasting Corporation of the Republic of Indonesia Radio (LPP RRI) Ambon. The results of this study, namely the application of the news management function at Radio Republic Indonesia: (1) Implementation of the planning function in the news at RRI. The planning stage that has been arranged based on predetermined provisions has even been well programmed. (2) The application of the organizing function in the news at RRI is in accordance with what should be needed in a radio broadcasting media, the application of the organizing function has achieved the goals / objectives of the news at RRI. (3) Implementation of the implementation function in the news at RRI by informing all employees (journalists) to make preparations to make preparations so that they can carry out the programs that have been made to be done immediately. (4) Supervisory Function, The application of the supervisory function carried out by the news is every activity that has been carried out by making an Accountability Report in the form of financial reports, work reports and other reports at Radio Republik Indonesia so that all employees can read and know the report transparently.",,,,
3749993,Strategi Penyiaran Dakwah Radio Al-Fatih 107.3 FM Medan dalam Meningkatkan Pengetahuan Keislaman,Dina Evi Rahmi|Syukur Kholil|Ali Akbar,6503590|3371855|2632365,Gudang Jurnal Multidisiplin Ilmu Vol. 1 No. 3 (2023): GJMI - SEPTEMBER,PT. Gudang Pustaka Cendekia,"Penelitian ini bertujuan untuk mengetahui bagaimana strategi penyiaran dakwah radio Al-Fatih 107.3 FM Medan dalam meningkatkan pengetahuan keislaman. Tujuan penelitian ini untuk mengetahui: 1). Strategi penyiaran dakwah radio Al-Fatih, 2). Cara menentukan materi siaran dakwah di radio Al-Fatih untuk meningkatkan pengetahuan keislaman, dan 3). Apa saja faktor pendukung dan faktor penghambat dalam proses penyiaran dakwah di radio Al-Fatih dalam program Hikmah sore Live. Pendekatan penelitian yang digunakan adalah pendekatan kualitatif. pendekatan kualitatif adalah prosedur penelitian yang menghasilkan data deskriptif berupa kata-kata tertulis atau lisan dari orang-orang dan perilaku yang dapat diamati. Pendekatan kualitatif ini bertujuan untuk menjelaskan fenomena dengan sedalam-dalamnya melalui pengumpulan data, wawancara, observasi dan dokumentasi. Hasil penelitian menunjukan strategi penyiaran dakwah di radio Al-Fatih 107.3 FM Medan di lakukan dengan tiga tahapan yaitu: Pertama, perumusan program, dengan menetapkan tema yang mana seluruhnya diserahkan kepada narasumber dan menetapkan jadwal siaran. Kedua, pelaksanaan program, di lakukan dengan penyampaian materi disertai dengan sesi tanya jawab melalui telepon, antara penyiar, pendengar dan narasumber. Ketiga, evaluasi program, dengan melakukan peninjauan waktu siaran sesuai dengan waktu yang ditetapkan oleh narasumber. Adapun cara dai menentukan materi siaran dakwah untuk meningkatkan pengetahuan keislaman yaitu dengan menentukan materi yang aktual atau sesuai permasalahan yang di alami masyarakat. Adapun faktor pendukung dan faktor penghambat dalam program Hikmah Sore Live yaitu, faktor pendukungnya hanya komitmen antara manager dan ustadz, sedangkan faktor penghambatnya yaitu, ketika Ustadz berhalangan hadir karena adanya rapat MUI ataupun kegiatan ceramah yang lain.",,,,https://doi.org/10.59435/gjmi.v1i3.68
