data_id,judul_singkat,judul_tentang,relasi_peraturan,regulasi_rujukan,regulasi_tentang
197900,PERDA Kota Cimahi No. 9 Tahun 2011,Pajak Daerah,Diubah,PERDA Kota Cimahi No. 6 Tahun 2014,PERUBAHAN ATAS PERATURAN DAERAH KOTA CIMAHI NOMOR 9 TAHUN 2011 TENTANG PAJAK DAERAH
191752,PERWALI Kota Magelang No. 79 Tahun 2021,"Kedudukan, Susunan Organisasi, Tugas Dan Fungsi, Serta Tata Kerja Dinas Komunikasi, Informatika Dan Statistik Kota Magelang",Mencabut,Peraturan Walikota Magelang No. 41 Tahun 2016,
122544,Permendag No. 19/M-DAG/PER/5/2009 Tahun 2009,Pendaftaran Petunjuk Penggunaan (Manual) Dan Kartu Jaminan/ Garansi Purna Jual Dalam Bahasa Indonesia Bagi Produk Telematika Dan Elektronika,Dicabut,Permendag No. 38 Tahun 2019,Ketentuan Petunjuk Penggunaan Dan Jaminan Layanan Purna Jual Bagi Produk Elektronika Dan Produk Telematika
122544,Permendag No. 19/M-DAG/PER/5/2009 Tahun 2009,Pendaftaran Petunjuk Penggunaan (Manual) Dan Kartu Jaminan/ Garansi Purna Jual Dalam Bahasa Indonesia Bagi Produk Telematika Dan Elektronika,Mencabut,Keputusan Menteri Perindustrian dan Perdagangan Republik Indonesia No. 547/MPP/Kep/7/2002,Pedoman Pendaftaran Petunjuk Penggunaan (Manual) dan Kartu Jaminan/Garansi Dalam Bahasa Indonesia Bagi Produk Teknologi Informasi dan Elektronika
220776,PERWALI Kota Tanjungpinang No. 11 Tahun 2022,Pendelegasian Kewenangan Penyelenggaraan Perizinan Berusaha dan Nonperizinan kepada Kepala Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,Mencabut,,
194408,PERWALI Kota Tegal No. 11 Tahun 2007,"Perubahan Kedua Atas Peraturan Walikota Tegal Nomor 19 Tahun 2006 Tentang Standarisasi Indeks Biaya Kegiatan, Pemeliharaan, Pengadaan Dan Honorarium Tahun 2007",Mengubah,PERWALI Kota Tegal No. 8 Tahun 2007,"Perubahan atas Peraturan Walikota Tegal Nomor 19 Tahun 2006 Standarisasi Indeks Biaya Kegiatan, Pemeliharaan, Pengadaan dan Honorarium Tahun 2007"
194408,PERWALI Kota Tegal No. 11 Tahun 2007,"Perubahan Kedua Atas Peraturan Walikota Tegal Nomor 19 Tahun 2006 Tentang Standarisasi Indeks Biaya Kegiatan, Pemeliharaan, Pengadaan Dan Honorarium Tahun 2007",Mengubah,"Peraturan Walikota Tegal No. 19 Tahun 2006 Tentang Standarisasi Indeks Biaya Kegiatan, Pemeliharaan, Pengadaan Dan Honorarium Tahun 2007",
33475,PP No. 18 Tahun 2013,Tata Cara Pengunduran Diri Kepala Daerah Wakil Kepala Daerah Dan Pegawai Negeri Yang Akan Menjadi Bakal Calon Anggota DPR DPD DPRD Provinsi Dan DPRD Kabupaten Kota Serta Pelaksanaan Cuti Pejabat Negara Dalam Kampanye Pemilu,Dicabut,PP No. 32 Tahun 2018,"Tata Cara Pengunduran Diri dalam Pencalonan Anggota Dewan Perwakilan Rakyat, Anggota Dewan Perwakilan Daerah, Anggota Dewan Perwakilan Rakyat Daerah, Presiden, dan Wakil Presiden, Permintaan Izin dalam Pencalonan Presiden dan Wakil Presiden, Serta Cuti dalam Pelaksanaan Kampanye Pemilihan Umum"
33475,PP No. 18 Tahun 2013,Tata Cara Pengunduran Diri Kepala Daerah Wakil Kepala Daerah Dan Pegawai Negeri Yang Akan Menjadi Bakal Calon Anggota DPR DPD DPRD Provinsi Dan DPRD Kabupaten Kota Serta Pelaksanaan Cuti Pejabat Negara Dalam Kampanye Pemilu,Diubah,PP No. 29 Tahun 2014,"Perubahan Atas Peraturan Pemerintah Nomor 18 Tahun 2013 Tentang Tata Cara Pengunduran Diri Kepala Daerah, Wakil Kepala Daerah Dan Pegawai Negeri Yang Akan Menjadi Bakal Calon Anggota DPR, DPD, DPRD Provinsi Dan DPRD Kabupaten/Kota Serta Pelaksanaan Cuti Pejabat Negara Dalam Kampanye Pemilu"
33475,PP No. 18 Tahun 2013,Tata Cara Pengunduran Diri Kepala Daerah Wakil Kepala Daerah Dan Pegawai Negeri Yang Akan Menjadi Bakal Calon Anggota DPR DPD DPRD Provinsi Dan DPRD Kabupaten Kota Serta Pelaksanaan Cuti Pejabat Negara Dalam Kampanye Pemilu,Mencabut,PP No. 14 Tahun 2009,Tata Cara Bagi Pejabat Negara Dalam Melaksanakan Kampanye Pemilihan Umum
31127,UU No. 12 Tahun 2003,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",Dicabut,UU No. 10 Tahun 2008,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah"
31127,UU No. 12 Tahun 2003,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",Diubah,UU No. 10 Tahun 2006,"Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2006 Perubahan Kedua atas Undang-Undang Nomor 12 Tahun 2003 Pemilihan Umum Anggota Dewan Perwakilan Rakyat,Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah menjadi Undang-Undang"
31127,UU No. 12 Tahun 2003,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",Diubah,UU No. 20 Tahun 2004,"Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2004 Perubahan atas Undang-Undang Nomor 12 Tahun 2003 Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah, Menjadi Undang-Undang"
31127,UU No. 12 Tahun 2003,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",Mencabut,UU No. 4 Tahun 2000,Perubahan atas Undang-Undang Nomor 3 Tahun 1999 Pemilihan Umum
31127,UU No. 12 Tahun 2003,"Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",Mencabut,UU No. 3 Tahun 1999,Pemilihan Umum
236900,PERBUP Kab. Kotawaringin Barat No. 18 Tahun 2017,Kewenangan Penyelenggaraan Pelayanaan Perizinan dan Non Perizinan Pada Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu.,Dicabut,PERBUP Kab. Kotawaringin Barat No. 39 Tahun 2020,"Pendelegasian Wewenang Pelayanan Perizinan dan Nonperizinan
"
230817,PERDA Kab. Gorontalo Utara No. 26 Tahun 2010,Pengelolaan Keuangan Daerah,Dicabut,PERDA Kab. Gorontalo Utara No. 1 Tahun 2023,Pengelolaan Keuangan Daerah
204735,Permen Agraria/Kepala BPN No. 27 Tahun 2019,Pertimbangan Teknis Pertanahan,Dicabut,Permen Agraria/Kepala BPN No. 12 Tahun 2021,Pertimbangan Teknis Pertanahan
204735,Permen Agraria/Kepala BPN No. 27 Tahun 2019,Pertimbangan Teknis Pertanahan,Mencabut,Permen Agraria/Kepala BPN No. 15 Tahun 2018,Pertimbangan Teknis Pertanahan
312061,Permenpora No. 3 Tahun 2023,Pembinaan Dan Pengembangan Industri Olahraga,Mencabut,"Pada saat Peraturan Menteri ini mulai berlaku, Peraturan Menteri Pemuda dan Olahraga No. 10 Tahun 2015",Pembinaan dan Pengembangan Industri Olahraga Nasional
184426,PERBUP Kab. Banyumas No. 37 Tahun 2021,Pelimpahan Kewenangan Penyelenggaraan Perizinan Dan Non Perizinan Kepada Kepala Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu Kabupaten Banyumas,Diubah,PERBUP Kab. Banyumas No. 13 Tahun 2023,Perubahan atas Peraturan Bupati Banyumas Nomor 37 Tahun 2021 Pelimpahan Kewenangan Penyelenggaraan Perizinan dan Non Perizinan kepada Kepala Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu Kabupaten Banyumas
18994,PERGUB Prov. DIY No. 38 Tahun 2016,Pedoman Pelaksanaan Musyawarah Desa/Musyawarah Kelurahan Dalam Rangka Program Subsidi Beras Bagi Masyarakat Berpendapatan Rendah,Dicabut,PERGUB Prov. DIY No. 30 Tahun 2017,Pedoman Pelaksanaan Musyawarah Desa/Musyawarah Kelurahan Program Beras Sejahtera Tahun 2017
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Dicabut,PP No. 37 Tahun 1999,Penyertaan Modal Negara Republik Indonesia Untuk Pendirian Perusahaan Perseroan (Persero) Di Bidang Perbankan
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Diubah,PP No. 74 Tahun 1996,"Perubahan Atas Peraturan Pemerintah Nomor 35 Tahun 1985 Tentang Pelaksanaan Undang-Undang Pemilihan Umum Sebagaimana Telah Beberapa Kali Diubah, Terakhir Dengan Peraturan Pemerintah Nomor 10 Tahun 1995"
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Diubah,PP No. 10 Tahun 1995,Perubahan Atas Peraturan Pemerintah Nomor 35 Tahun 1985 Tentang Pelaksanaan Undang-Undang Pemilihan Umum Sebagaimana Telah Diubah Dengan Peraturan Pemerintah Nomor 43 Tahun 1985 Dan Peraturan Pemerintah Nomor 37 Tahun 1990
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Diubah,PP No. 37 Tahun 1990,Perubahan Atas Peraturan Pemerintah Nomor 35 Tahun 1985 Tentang Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/Perwakilan Rakyat Sebagaimana Telah Beberapa Kali Diubah
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Diubah,PP No. 43 Tahun 1985,Perubahan Peraturan Pemerintah Nomor 35 Tahun 1985  Tentang Pelaksanaan Undang-Undang Nomor 15 Tahun 1969  Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985
54866,PP No. 35 Tahun 1985,Pelaksanaan Undang-Undang Nomor 15 Tahun 1969 Tentang Pemilihan Umum Anggota-Anggota Badan Permusyawaratan/ Perwakilan Rakyat Sebagaimana Telah Tiga Kali Diubah Terakhir Dengan Undang-Undang Nomor 1 Tahun 1985,Mencabut,PP No. 41 Tahun 1980,Pelaksanaan Undang-Undang Pemilihan Umum
1236,PERDA Kab. Tapin No. 9 Tahun 2015,Perubahan Keempat Atas Peraturan Daerah Kabupaten Tapin Nomor 05 Tahun 2008 Tentang Pembentukan Organisasi Dan Tata Kerja Perangkat Daerah Kabupaten Tapin,Diubah sebagian,PERDA Kab. Tapin No. 9 Tahun 2016,Pembentukan dan Penyusunan Perangkat Daerah
143297,Permenkominfo No. 15 Tahun 2015,Pedoman Penyusunan Persyaratan Teknis Alat dan Perangkat Telekomunikasi,Mencabut,Keputusan Menteri Perhubungan No. KM. 3 Tahun 2001,Persyaratan Teknis Alat Dan Perangkat Telekomunikasi
245925,PERBUP Kab. Boalemo No. 48 Tahun 2015,"Tata Cara Pemilihan, Pengangkatan dan Pelantikan Kepala Desa",Diubah,PERBUP Kab. Boalemo No. 26 Tahun 2022,"Perubahan Kedua Atas Peraturan Bupati Nomor 48 Tahun 2015 Tentang Tata Cara Pemilihan, Pengangkatan Dan Pelantikan Kepala Desa"
104318,PMK No. 142/PMK.02/2018,Perubahan Atas Peraturan Menteri Keuangan Nomor 94/PMK.02/2017 Tentang Petunjuk Penyusunan Dan Penelaahan Rencana Kerja Dan Anggaran Kementerian Negara/Lembaga Dan Pengesahan Daftar Isian Pelaksanaan Anggaran,Mengubah,PMK No. 94/PMK.02/2017,Petunjuk Penyusunan Dan Penelaahan Rencana Kerja Dan Anggaran Kementerian Negara/Lembaga Dan Pengesahan Daftar Isian Pelaksanaan Anggaran
220158,Perka BPOM No. 1 Tahun 2016,Pedoman Teknis Pengawasan Iklan Kosmetika,Mencabut,Ketentuan dalam Keputusan Kepala Badan Pengawas Obat dan Makanan No. HK.00.05.4.1745 Tahun 2003,Kosmetik sepanjang mengatur periklanan
112321,PERDA  No. 5 Tahun 2019,Rencana Tata Ruang Wilayah Daerah Istimewa Yogyakarta Tahun 2019 – 2039,Dicabut,PERDA  No. 10 Tahun 2023,Rencana Tata Ruang Wilayah Daerah Istimewa Yogyakarta Tahun 2023 - 2043
112321,PERDA  No. 5 Tahun 2019,Rencana Tata Ruang Wilayah Daerah Istimewa Yogyakarta Tahun 2019 – 2039,Mencabut,PERDA Prov. DIY No. 2 Tahun 2010,Rencana Tata Ruang Wilayah Provinsi Daerah Istimewa Yogyakarta Tahun 2009-2029
306850,PERBUP Kab. Karanganyar No. 66 Tahun 2022,Perubahan atas Peraturan Bupati Karanganyar Nomor 32 Tahun 2019 tentang Peta Jalan (Road Map) Reformasi Birokrasi Pemerintah Kabupaten Karanganyar Tahun 2019 - 2023,Mengubah,Peraturan Bupati Karanganyar No. 32 Tahun 2019 ,Peta Jalan (Road Map) Reformasi Birokrasi Pemerintah Kabupaten Karanganyar Tahun 2019-2023.
123389,Permen PAN & RB No. 18 Tahun 2017,Perubahan Atas Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Nomor 25 Tahun 2016 Tentang Nomenklatur Jabatan Pelaksana bagi Pegawai Negeri Sipil Di Lingkungan Instansi Pemerintah,Dicabut,Permen PAN & RB No. 41 Tahun 2018,Nomenklatur Jabatan Pelaksanaan Bagi Pegawai Negeri Sipil Di Lingkungan Instansi Pemerintah
123389,Permen PAN & RB No. 18 Tahun 2017,Perubahan Atas Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Nomor 25 Tahun 2016 Tentang Nomenklatur Jabatan Pelaksana bagi Pegawai Negeri Sipil Di Lingkungan Instansi Pemerintah,Mengubah,Permen PAN & RB No. 25 Tahun 2016,Nomenklatur Jabatan Pelaksana Bagi Pegawai Negeri Sipil Di Lingkungan Instansi Pemerintah
182394,Peraturan BMKG No. 4 Tahun 2018,"Rincian Tugas Unit Kerja di Lingkungan Kantor Pusat Badan Meteorologi, Klimatologi, dan Geofisika",Mencabut,Perka  BMKG No. KEP.1 Tahun 2012,"Rincian Tugas Unit Kerja di Lingkungan Kantor Pusat Badan Meteorologi, Klimatologi, dan Geofisika"
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Dicabut,PMK No. 34/PMK.010/2017,Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Diubah,PMK No. 16/PMK.010/2016,Perubahan Kelima atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Mengubah,PMK No. 175/PMK.011/2013,Perubahan Ketiga atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Mengubah,PMK No. 146/PMK.011/2013,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Mengubah,PMK No. 224/PMK.011/2012,Perubahan Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain
106470,PMK No. 107/PMK.010/2015,Perubahan Keempat Atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 Tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan Dengan Pembayaran Atas Penyerahan Barang Dan Kegiatan Di Bidang Impor Atau Kegiatan Usaha Di Bidang Lain,Mengubah,PMK No. 154/PMK.03/2010,Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran Atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain
317528,PERDA Kab. Batang No. 3 Tahun 2008,Pembentukan Susunan Organisasi dan Tata Kerja Dinas Daerah Kabupaten Batang,Mencabut,Peraturan Daerah Kabupaten Batang No. 11 Tahun 2003,
317528,PERDA Kab. Batang No. 3 Tahun 2008,Pembentukan Susunan Organisasi dan Tata Kerja Dinas Daerah Kabupaten Batang,Mencabut,Peraturan Daerah Kabupaten Batang No. 3 Tahun 2002,
317528,PERDA Kab. Batang No. 3 Tahun 2008,Pembentukan Susunan Organisasi dan Tata Kerja Dinas Daerah Kabupaten Batang,Mencabut,Peraturan Daerah Kabupaten Batang No. 5 Tahun 2001,
317528,PERDA Kab. Batang No. 3 Tahun 2008,Pembentukan Susunan Organisasi dan Tata Kerja Dinas Daerah Kabupaten Batang,Mencabut,Peraturan Daerah Kabupaten Batang No. 31 Tahun 2000,
313009,PERWALI Kota Bandung No. 122 Tahun 2022,Pembentukan Nomenklatur Jabatan Pelaksana di Lingkungan Pemerintah Kota Bandung,Mencabut,PERWALI Kota Bandung No. 84 Tahun 2021,Perubahan Atas Peraturan Walikota Bandung Nomor 19 Tahun 2019 Tentang Pembentukan Jabatan Pelaksana Di Lingkungan Pemerintah Kota Bandung
313009,PERWALI Kota Bandung No. 122 Tahun 2022,Pembentukan Nomenklatur Jabatan Pelaksana di Lingkungan Pemerintah Kota Bandung,Mencabut,PERWALI Kota Bandung No. 19 Tahun 2019,PEMBENTUKAN NOMENKLATUR JABATAN PELAKSANA
142212,PMK No. 620/PMK.03/2004,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Dicabut,PMK No. 121/PMK.011/2013,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah
142212,PMK No. 620/PMK.03/2004,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Diubah,PMK No. 103/PMK.03/2009,Perubahan Ketiga atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah
142212,PMK No. 620/PMK.03/2004,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Diubah,PMK No. 35/PMK.03/2008,Perubahan atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Ats Barang Mewah
142212,PMK No. 620/PMK.03/2004,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Diubah,PMK No. 137/PMK.011/2008,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah
43376,PERPU No. 23 Tahun 1959,Pencabutan Undang-Undang NO. 74 Tahun 1957 (Lembaran-Negara NO. 160 Tahun 1957) Dan Penetapan Keadaan Bahaya,Diubah,PERPU No. 52 Tahun 1960,Perubahan Pasal 43 Ayat (5) Peraturan Pemerintah Pengganti Undang-Undang No. 23 Tahun 1959 (Lembaran Negara Tahun 1959) No. 139) Tentang Keadaan Bahaya
43376,PERPU No. 23 Tahun 1959,Pencabutan Undang-Undang NO. 74 Tahun 1957 (Lembaran-Negara NO. 160 Tahun 1957) Dan Penetapan Keadaan Bahaya,Diubah,PERPU No. 22 Tahun 1960,Perpanjangan Jangka Waktu Berlakunya Peralihan Yang Tersebut Pada Pasal 61 Peraturan Pemerintah Pengganti Undang-Undang No. 23 Tahun 1959 (Lembaran Negara Tahun 1959 No. 139) Tentang Keadaan Bahaya
80548,PERBUP Kab. Sampang No. 50 Tahun 2017,PERUBAHAN ATAS PERATURAN BUPATI NOMOR 34 TAHUN 2017 TENTANG RENCANA KERJA PEMERINTAH DAERAH,Mengubah sebagian,PERBUP Kab. Sampang No. 34 Tahun 2017,"RENCANA KERJA PEMERINTAH DAERAH KABUPATEN SAMPANG TAHUN 2018
"
261345,PERBUP Kab. Temanggung No. 29 Tahun 2017,Tugas dan Fungsi Dinas Komunikasi dan Informatika Kabupaten Temanggung,Mencabut,Peraturan Bupati Temanggung No. 55 Tahun 2008,
184216,PERBUP Kab. Pati No. 9 Tahun 2019,"Perubahan Atas Peraturan Bupati Pati Nomor 39 Tahun 2016 Tentang Kedudukan, Susunan, Organisasi, Tugas, dan Fungsi Serta Tata Kerja Sekretariat Daerah dan Sekretariat Dewan Perwakilan Rakyat Daerah",Mengubah,"Peraturan Bupati Pati No. 39 Tahun 2016 Tentang Kedudukan, Susunan, Organisasi, Tugas, dan Fungsi Serta Tata Kerja Sekretariat Daerah dan Sekretariat Dewan Perwakilan Rakyat Daerah",
197084,Permenkominfo No. 4 Tahun 2021,Penyelenggaraan Pos,Mencabut,Permenkominfo No. 4 Tahun 2017,Mekanisme Kontribusi Penyelenggaraan Layanan Pos Universal
197084,Permenkominfo No. 4 Tahun 2021,Penyelenggaraan Pos,Mencabut,Permenkominfo No. 29 Tahun 2013,Tarif Layanan Pos Universal
197084,Permenkominfo No. 4 Tahun 2021,Penyelenggaraan Pos,Mencabut,Permenkominfo No. 22 Tahun 2013,Penyelenggaraan Layanan Pos Universal
197084,Permenkominfo No. 4 Tahun 2021,Penyelenggaraan Pos,Mencabut sebagian,Permenkominfo No. 7 Tahun 2017,"Persyaratan dan Tata Cara Pemberian Izin Penyelenggaraan Pos
"
312698,PERWALI Kota Bogor No. 115 Tahun 2022,Pedoman Penataan Dan Pengawasan Menara Telekomunikasi,Mencabut,PERWALI Kota Bogor No. 65 Tahun 2017,Penataan Infrastruktur Microcell
312698,PERWALI Kota Bogor No. 115 Tahun 2022,Pedoman Penataan Dan Pengawasan Menara Telekomunikasi,Mencabut,PERWALI Kota Bogor No. 16 Tahun 2010,Petunjuk Pelaksanaan Penataan Dan Pembangunan Menara Telekomunikasi Bersama
3108,PERDAIS No. 3 Tahun 2015,Kelembagaan Pemerintah Daerah DIY,Dicabut,PERDAIS No. 1 Tahun 2018,"Kelembagaan Pemerintah Daerah Daerah Istimewa Yogyakarta
"
152863,Permendag No. 50 Tahun 2020,"Ketentuan Perizinan Usaha, Periklanan, Pembinaan, dan Pengawasan Pelaku Usaha dalam Perdagangan Melalui Sistem Elektronik",Dicabut,Permendag No. 31 Tahun 2023,"Perizinan Berusaha, Periklanan, Pembinaan, dan Pengawasan Pelaku Usaha dalam Perdagangan melalui Sistem Elektronik"
119579,Permendag No. 79 Tahun 2019,Perubahan Atas Peraturan Menteri Perdagangan Nomor 73/M-Dag/PER/9/2015 Tentang Kewajiban Pencantuman Label Dalam Bahasa Indonesia Pada Barang,Dicabut,Permendag No. 25 Tahun 2021,Penetapan Barang Yang Wajib Menggunakan Atau Melengkapi Label Berbahasa Indonesia
119579,Permendag No. 79 Tahun 2019,Perubahan Atas Peraturan Menteri Perdagangan Nomor 73/M-Dag/PER/9/2015 Tentang Kewajiban Pencantuman Label Dalam Bahasa Indonesia Pada Barang,Mengubah,Permendag No. 73/M-DAG/PER/9/2015 Tahun 2015,Kewajiban Pencantuman Label dalam Bahasa Indonesia pada Barang
153299,Permenkominfo No. 17/PER/M.KOMINFO/9/2005 Tahun 2005,Tata Cara Perizinan dan Ketentuan Operasional Penggunaan Spektrum Frekuensi Radio,Dicabut,Permenkominfo No. 4 Tahun 2015,Ketentuan Operasional dan Tata Cara Perizinan Penggunaan Spektrum Frekuensi Radio
153299,Permenkominfo No. 17/PER/M.KOMINFO/9/2005 Tahun 2005,Tata Cara Perizinan dan Ketentuan Operasional Penggunaan Spektrum Frekuensi Radio,Diubah,Permenkominfo No. 23/PER/M.KOMINFO/12/2010 Tahun 2010,Perubahan atas Peraturan Menteri Komunikasi dan Informatika Nomor 17/PER/M.KOMINFO/10/2005 Tata Cara Perizinan dan Ketentuan Operasional Penggunaan Spektrum Frekuensi Radio
